product_id,product_name,category,subcategory,brand,supplier,unit_price,cost,weight_kg
251,Beauty Product 251,Beauty,Beauty - Premium,Brand A,Supplier Y,125.39,75.23,1.86
252,Books Product 252,Books,Books - Premium,Brand A,Supplier Z,10.44,6.26,3.9
253,Books Product 253,Books,Books - Standard,Brand D,Supplier X,81.93,49.16,2.77
254,Books Product 254,Books,Books - Budget,Brand D,Supplier X,74.02,44.41,0.46
255,Food Product 255,Food,Food - Standard,Brand D,Supplier X,22.15,13.29,4.31
256,Food Product 256,Food,Food - Budget,Brand B,Supplier Y,16.04,9.62,3.77
257,Electronics Product 257,Electronics,Electronics - Standard,Brand C,Supplier Z,1576.25,945.75,3.19
258,Food Product 258,Food,Food - Standard,Brand B,Supplier Z,145.85,87.51,2.05
259,Sports Product 259,Sports,Sports - Standard,Brand B,Supplier Y,205.39,123.23,2.32
260,Books Product 260,Books,Books - Premium,Brand C,Supplier Z,82.63,49.58,1.44
261,Toys Product 261,Toys,Toys - Standard,Brand C,Supplier Z,66.95,40.17,2.11
262,Food Product 262,Food,Food - Premium,Brand A,Supplier X,9.16,5.5,0.55
263,Food Product 263,Food,Food - Premium,Brand B,Supplier Y,98.31,58.99,3.9
264,Sports Product 264,Sports,Sports - Standard,Brand D,Supplier Y,485.12,291.07,3.47
265,Clothing Product 265,Clothing,Clothing - Budget,Brand D,Supplier Z,202.46,121.48,4.37
266,Sports Product 266,Sports,Sports - Budget,Brand B,Supplier Z,210.52,126.31,1.9
267,Electronics Product 267,Electronics,Electronics - Standard,Brand D,Supplier X,1887.49,1132.49,4.9
268,Sports Product 268,Sports,Sports - Budget,Brand A,Supplier Y,147.85,88.71,3.45
269,Toys Product 269,Toys,Toys - Premium,Brand A,Supplier X,21.13,12.68,2.12
270,Books Product 270,Books,Books - Premium,Brand B,Supplier Y,87.05,52.23,4.1
271,Books Product 271,Books,Books - Premium,Brand D,Supplier Y,60.58,36.35,0.27
272,Food Product 272,Food,Food - Standard,Brand C,Supplier Z,30.04,18.02,3.34
273,Toys Product 273,Toys,Toys - Premium,Brand C,Supplier X,177.11,106.27,3.01
274,Toys Product 274,Toys,Toys - Budget,Brand D,Supplier Y,62.19,37.31,2.92
275,Books Product 275,Books,Books - Premium,Brand D,Supplier Z,22.44,13.46,3.52
276,Toys Product 276,Toys,Toys - Premium,Brand D,Supplier Y,171.28,102.77,0.93
277,Electronics Product 277,Electronics,Electronics - Premium,Brand D,Supplier Z,1936.1,1161.66,4.46
278,Clothing Product 278,Clothing,Clothing - Standard,Brand B,Supplier Y,201.54,120.92,1.6
279,Books Product 279,Books,Books - Standard,Brand B,Supplier X,72.74,43.64,1.63
280,Clothing Product 280,Clothing,Clothing - Budget,Brand B,Supplier Z,248.51,149.11,1.22
281,Home & Garden Product 281,Home & Garden,Home & Garden - Budget,Brand D,Supplier Z,355.37,213.22,0.55
282,Electronics Product 282,Electronics,Electronics - Standard,Brand A,Supplier Y,153.39,92.03,2.83
283,Clothing Product 283,Clothing,Clothing - Budget,Brand C,Supplier Z,55.13,33.08,3.31
284,Beauty Product 284,Beauty,Beauty - Premium,Brand B,Supplier X,107.21,64.33,4.3
285,Books Product 285,Books,Books - Premium,Brand C,Supplier X,60.35,36.21,3.17
286,Sports Product 286,Sports,Sports - Standard,Brand B,Supplier Z,173.86,104.32,1.09
287,Sports Product 287,Sports,Sports - Budget,Brand D,Supplier Z,254.61,152.77,1.86
288,Food Product 288,Food,Food - Budget,Brand A,Supplier Z,100.47,60.28,1.12
289,Home & Garden Product 289,Home & Garden,Home & Garden - Standard,Brand D,Supplier Y,349.21,209.53,3.22
290,Beauty Product 290,Beauty,Beauty - Premium,Brand C,Supplier Z,33.01,19.81,2.85
291,Clothing Product 291,Clothing,Clothing - Standard,Brand A,Supplier Z,254.02,152.41,4.46
292,Books Product 292,Books,Books - Budget,Brand A,Supplier Y,16.57,9.94,3.67
293,Clothing Product 293,Clothing,Clothing - Standard,Brand A,Supplier X,52.48,31.49,1.57
294,Food Product 294,Food,Food - Standard,Brand A,Supplier X,42.38,25.43,5.0
295,Sports Product 295,Sports,Sports - Budget,Brand D,Supplier Y,53.67,32.2,4.02
296,Home & Garden Product 296,Home & Garden,Home & Garden - Standard,Brand D,Supplier X,593.22,355.93,4.8
297,Toys Product 297,Toys,Toys - Premium,Brand B,Supplier Y,194.46,116.68,5.0
298,Beauty Product 298,Beauty,Beauty - Budget,Brand D,Supplier Y,242.92,145.75,0.12
299,Beauty Product 299,Beauty,Beauty - Premium,Brand B,Supplier Y,144.48,86.69,1.29
300,Toys Product 300,Toys,Toys - Premium,Brand A,Supplier Z,187.31,112.39,3.66
301,Electronics Product 301,Electronics,Electronics - Premium,Brand B,Supplier Y,1123.67,674.2,2.47
302,Electronics Product 302,Electronics,Electronics - Budget,Brand D,Supplier Y,1248.28,748.97,3.67
303,Home & Garden Product 303,Home & Garden,Home & Garden - Standard,Brand B,Supplier Z,446.68,268.01,4.96
304,Toys Product 304,Toys,Toys - Standard,Brand C,Supplier Y,99.98,59.99,3.81
305,Home & Garden Product 305,Home & Garden,Home & Garden - Budget,Brand A,Supplier X,780.82,468.49,1.03
306,Beauty Product 306,Beauty,Beauty - Budget,Brand A,Supplier Y,12.31,7.39,0.33
307,Sports Product 307,Sports,Sports - Premium,Brand D,Supplier Z,256.52,153.91,3.55
308,Food Product 308,Food,Food - Budget,Brand B,Supplier X,113.96,68.38,0.28
309,Electronics Product 309,Electronics,Electronics - Budget,Brand B,Supplier Y,1162.75,697.65,2.57
310,Home & Garden Product 310,Home & Garden,Home & Garden - Budget,Brand D,Supplier Y,547.74,328.64,3.64
311,Beauty Product 311,Beauty,Beauty - Budget,Brand B,Supplier Z,217.66,130.6,2.11
312,Electronics Product 312,Electronics,Electronics - Standard,Brand C,Supplier Y,1712.22,1027.33,2.04
313,Beauty Product 313,Beauty,Beauty - Standard,Brand D,Supplier Y,41.98,25.19,3.42
314,Clothing Product 314,Clothing,Clothing - Budget,Brand B,Supplier Z,236.56,141.94,0.6
315,Books Product 315,Books,Books - Budget,Brand C,Supplier X,54.86,32.92,4.31
316,Electronics Product 316,Electronics,Electronics - Standard,Brand B,Supplier X,427.97,256.78,0.4
317,Food Product 317,Food,Food - Standard,Brand B,Supplier X,146.37,87.82,1.16
318,Food Product 318,Food,Food - Standard,Brand C,Supplier X,101.18,60.71,4.77
319,Toys Product 319,Toys,Toys - Premium,Brand B,Supplier X,191.2,114.72,3.1
320,Electronics Product 320,Electronics,Electronics - Standard,Brand C,Supplier X,1998.23,1198.94,3.69
321,Sports Product 321,Sports,Sports - Standard,Brand C,Supplier X,184.13,110.48,3.27
322,Books Product 322,Books,Books - Budget,Brand D,Supplier Y,51.85,31.11,0.7
323,Toys Product 323,Toys,Toys - Premium,Brand D,Supplier Z,146.0,87.6,2.92
324,Electronics Product 324,Electronics,Electronics - Standard,Brand B,Supplier Y,170.61,102.37,3.64
325,Food Product 325,Food,Food - Premium,Brand B,Supplier X,92.07,55.24,2.51
326,Sports Product 326,Sports,Sports - Standard,Brand B,Supplier X,128.12,76.87,2.71
327,Toys Product 327,Toys,Toys - Premium,Brand B,Supplier Y,143.97,86.38,0.79
328,Sports Product 328,Sports,Sports - Premium,Brand B,Supplier Y,261.21,156.73,3.78
329,Sports Product 329,Sports,Sports - Premium,Brand B,Supplier Z,73.45,44.07,2.41
330,Electronics Product 330,Electronics,Electronics - Budget,Brand C,Supplier X,63.47,38.08,3.31
331,Books Product 331,Books,Books - Premium,Brand B,Supplier Z,94.2,56.52,2.28
332,Books Product 332,Books,Books - Premium,Brand B,Supplier Z,27.78,16.67,0.71
333,Sports Product 333,Sports,Sports - Standard,Brand D,Supplier Z,278.35,167.01,3.85
334,Clothing Product 334,Clothing,Clothing - Budget,Brand D,Supplier Z,55.81,33.49,3.17
335,Electronics Product 335,Electronics,Electronics - Premium,Brand D,Supplier X,575.3,345.18,3.0
336,Toys Product 336,Toys,Toys - Budget,Brand A,Supplier Y,154.26,92.56,4.75
337,Food Product 337,Food,Food - Budget,Brand D,Supplier Y,83.35,50.01,1.91
338,Toys Product 338,Toys,Toys - Budget,Brand B,Supplier X,71.83,43.1,1.9
339,Sports Product 339,Sports,Sports - Budget,Brand B,Supplier Y,245.19,147.11,1.52
340,Toys Product 340,Toys,Toys - Premium,Brand D,Supplier X,53.16,31.9,3.27
341,Food Product 341,Food,Food - Standard,Brand B,Supplier Y,80.75,48.45,3.66
342,Home & Garden Product 342,Home & Garden,Home & Garden - Budget,Brand B,Supplier Z,435.15,261.09,4.03
343,Electronics Product 343,Electronics,Electronics - Standard,Brand D,Supplier Z,480.85,288.51,3.39
344,Sports Product 344,Sports,Sports - Premium,Brand C,Supplier X,346.92,208.15,1.27
345,Clothing Product 345,Clothing,Clothing - Standard,Brand D,Supplier Y,186.28,111.77,4.01
346,Clothing Product 346,Clothing,Clothing - Budget,Brand A,Supplier X,210.66,126.4,1.72
347,Food Product 347,Food,Food - Budget,Brand D,Supplier Z,68.21,40.93,3.39
348,Electronics Product 348,Electronics,Electronics - Standard,Brand B,Supplier Y,836.38,501.83,2.52
349,Beauty Product 349,Beauty,Beauty - Standard,Brand D,Supplier X,32.47,19.48,0.8
350,Toys Product 350,Toys,Toys - Premium,Brand A,Supplier X,148.97,89.38,2.69
351,Home & Garden Product 351,Home & Garden,Home & Garden - Standard,Brand D,Supplier X,269.02,161.41,0.85
352,Toys Product 352,Toys,Toys - Standard,Brand B,Supplier Z,80.21,48.13,2.26
353,Sports Product 353,Sports,Sports - Standard,Brand B,Supplier Z,297.06,178.24,3.06
354,Toys Product 354,Toys,Toys - Standard,Brand A,Supplier X,184.64,110.78,2.83
355,Toys Product 355,Toys,Toys - Budget,Brand C,Supplier Y,74.27,44.56,1.88
356,Toys Product 356,Toys,Toys - Standard,Brand A,Supplier Z,51.7,31.02,2.5
357,Electronics Product 357,Electronics,Electronics - Budget,Brand A,Supplier X,154.47,92.68,3.34
358,Beauty Product 358,Beauty,Beauty - Standard,Brand D,Supplier X,235.6,141.36,3.45
359,Home & Garden Product 359,Home & Garden,Home & Garden - Standard,Brand D,Supplier X,300.21,180.13,3.63
360,Home & Garden Product 360,Home & Garden,Home & Garden - Budget,Brand B,Supplier Y,160.91,96.55,4.6
361,Beauty Product 361,Beauty,Beauty - Premium,Brand A,Supplier Y,74.3,44.58,3.37
362,Electronics Product 362,Electronics,Electronics - Budget,Brand A,Supplier X,1604.05,962.43,3.06
363,Books Product 363,Books,Books - Standard,Brand D,Supplier Z,59.38,35.63,4.85
364,Electronics Product 364,Electronics,Electronics - Premium,Brand B,Supplier Y,1508.19,904.91,1.62
365,Beauty Product 365,Beauty,Beauty - Budget,Brand B,Supplier Z,195.65,117.39,2.4
366,Toys Product 366,Toys,Toys - Budget,Brand C,Supplier X,128.6,77.16,2.47
367,Food Product 367,Food,Food - Budget,Brand A,Supplier Z,120.27,72.16,1.07
368,Clothing Product 368,Clothing,Clothing - Standard,Brand C,Supplier Z,277.17,166.3,4.75
369,Clothing Product 369,Clothing,Clothing - Standard,Brand D,Supplier X,24.05,14.43,3.61
370,Food Product 370,Food,Food - Budget,Brand C,Supplier Y,68.12,40.87,4.58
371,Sports Product 371,Sports,Sports - Premium,Brand D,Supplier Z,352.12,211.27,4.42
372,Toys Product 372,Toys,Toys - Budget,Brand A,Supplier Z,39.19,23.51,1.73
373,Food Product 373,Food,Food - Premium,Brand B,Supplier Y,54.99,32.99,2.76
374,Books Product 374,Books,Books - Standard,Brand A,Supplier Z,76.61,45.97,2.69
375,Sports Product 375,Sports,Sports - Standard,Brand B,Supplier Y,488.92,293.35,1.84
376,Food Product 376,Food,Food - Budget,Brand B,Supplier Z,78.68,47.21,0.3
377,Home & Garden Product 377,Home & Garden,Home & Garden - Premium,Brand B,Supplier X,605.12,363.07,0.32
378,Food Product 378,Food,Food - Budget,Brand B,Supplier Y,45.66,27.4,4.66
379,Books Product 379,Books,Books - Premium,Brand C,Supplier Y,79.71,47.83,2.69
380,Toys Product 380,Toys,Toys - Premium,Brand B,Supplier X,47.71,28.63,3.46
381,Food Product 381,Food,Food - Premium,Brand D,Supplier X,9.67,5.8,0.13
382,Electronics Product 382,Electronics,Electronics - Standard,Brand D,Supplier Z,458.68,275.21,1.52
383,Food Product 383,Food,Food - Standard,Brand A,Supplier X,5.1,3.06,2.44
384,Books Product 384,Books,Books - Standard,Brand D,Supplier Z,49.72,29.83,4.58
385,Clothing Product 385,Clothing,Clothing - Premium,Brand D,Supplier X,203.98,122.39,1.01
386,Clothing Product 386,Clothing,Clothing - Premium,Brand B,Supplier Z,247.5,148.5,2.92
387,Food Product 387,Food,Food - Standard,Brand D,Supplier Z,106.32,63.79,2.56
388,Clothing Product 388,Clothing,Clothing - Budget,Brand A,Supplier X,198.77,119.26,3.96
389,Books Product 389,Books,Books - Budget,Brand B,Supplier X,21.04,12.62,1.16
390,Home & Garden Product 390,Home & Garden,Home & Garden - Standard,Brand D,Supplier X,680.72,408.43,0.59
391,Sports Product 391,Sports,Sports - Standard,Brand A,Supplier X,269.92,161.95,0.92
392,Toys Product 392,Toys,Toys - Standard,Brand B,Supplier Z,160.3,96.18,0.16
393,Electronics Product 393,Electronics,Electronics - Standard,Brand C,Supplier Y,183.73,110.24,0.56
394,Clothing Product 394,Clothing,Clothing - Budget,Brand A,Supplier Y,275.14,165.08,3.76
395,Clothing Product 395,Clothing,Clothing - Budget,Brand A,Supplier X,187.37,112.42,4.58
396,Toys Product 396,Toys,Toys - Standard,Brand C,Supplier X,21.69,13.01,2.92
397,Sports Product 397,Sports,Sports - Budget,Brand D,Supplier Z,420.82,252.49,2.25
398,Food Product 398,Food,Food - Standard,Brand A,Supplier Y,120.27,72.16,0.14
399,Electronics Product 399,Electronics,Electronics - Budget,Brand B,Supplier Z,1301.92,781.15,4.27
400,Home & Garden Product 400,Home & Garden,Home & Garden - Budget,Brand C,Supplier X,608.43,365.06,2.5
401,Clothing Product 401,Clothing,Clothing - Premium,Brand B,Supplier Z,188.05,112.83,1.18
402,Home & Garden Product 402,Home & Garden,Home & Garden - Premium,Brand C,Supplier Z,87.15,52.29,1.83
403,Home & Garden Product 403,Home & Garden,Home & Garden - Standard,Brand A,Supplier Z,62.41,37.45,0.36
404,Sports Product 404,Sports,Sports - Budget,Brand A,Supplier Y,252.05,151.23,2.53
405,Toys Product 405,Toys,Toys - Budget,Brand D,Supplier Y,86.29,51.77,2.75
406,Food Product 406,Food,Food - Premium,Brand B,Supplier Y,62.92,37.75,3.97
407,Home & Garden Product 407,Home & Garden,Home & Garden - Budget,Brand B,Supplier X,585.03,351.02,4.97
408,Toys Product 408,Toys,Toys - Standard,Brand C,Supplier Y,189.49,113.69,3.4
409,Home & Garden Product 409,Home & Garden,Home & Garden - Budget,Brand D,Supplier X,114.83,68.9,4.17
410,Clothing Product 410,Clothing,Clothing - Premium,Brand B,Supplier Z,171.77,103.06,3.58
411,Sports Product 411,Sports,Sports - Budget,Brand B,Supplier X,440.53,264.32,0.39
412,Toys Product 412,Toys,Toys - Budget,Brand D,Supplier Z,81.08,48.65,3.63
413,Home & Garden Product 413,Home & Garden,Home & Garden - Premium,Brand B,Supplier X,75.87,45.52,3.97
414,Toys Product 414,Toys,Toys - Budget,Brand A,Supplier X,126.01,75.61,4.42
415,Food Product 415,Food,Food - Budget,Brand D,Supplier Z,96.82,58.09,0.34
416,Books Product 416,Books,Books - Standard,Brand B,Supplier X,42.34,25.4,0.42
417,Electronics Product 417,Electronics,Electronics - Standard,Brand A,Supplier Z,1692.97,1015.78,0.7
418,Books Product 418,Books,Books - Budget,Brand A,Supplier Y,79.84,47.9,1.35
419,Food Product 419,Food,Food - Budget,Brand A,Supplier Z,126.78,76.07,3.09
420,Clothing Product 420,Clothing,Clothing - Budget,Brand B,Supplier Y,91.86,55.12,2.18
421,Toys Product 421,Toys,Toys - Budget,Brand C,Supplier X,63.77,38.26,4.12
422,Electronics Product 422,Electronics,Electronics - Budget,Brand C,Supplier Z,1201.71,721.03,0.27
423,Home & Garden Product 423,Home & Garden,Home & Garden - Standard,Brand C,Supplier Y,563.08,337.85,2.05
424,Sports Product 424,Sports,Sports - Budget,Brand C,Supplier Z,350.02,210.01,3.3
425,Beauty Product 425,Beauty,Beauty - Budget,Brand C,Supplier X,71.89,43.13,1.59
426,Electronics Product 426,Electronics,Electronics - Standard,Brand D,Supplier Z,616.19,369.71,2.27
427,Food Product 427,Food,Food - Premium,Brand C,Supplier Y,30.98,18.59,2.09
428,Food Product 428,Food,Food - Budget,Brand C,Supplier X,92.7,55.62,0.32
429,Food Product 429,Food,Food - Standard,Brand D,Supplier X,141.03,84.62,2.67
430,Food Product 430,Food,Food - Standard,Brand D,Supplier Z,22.9,13.74,1.67
431,Electronics Product 431,Electronics,Electronics - Budget,Brand D,Supplier X,312.76,187.66,3.08
432,Beauty Product 432,Beauty,Beauty - Premium,Brand A,Supplier Y,239.76,143.86,2.0
433,Food Product 433,Food,Food - Premium,Brand C,Supplier Z,68.13,40.88,2.66
434,Books Product 434,Books,Books - Standard,Brand D,Supplier Y,82.71,49.63,3.29
435,Clothing Product 435,Clothing,Clothing - Standard,Brand B,Supplier Y,130.83,78.5,3.76
436,Books Product 436,Books,Books - Premium,Brand C,Supplier Y,14.03,8.42,4.76
437,Sports Product 437,Sports,Sports - Premium,Brand C,Supplier X,66.2,39.72,1.44
438,Sports Product 438,Sports,Sports - Standard,Brand D,Supplier X,186.6,111.96,0.1
439,Toys Product 439,Toys,Toys - Budget,Brand C,Supplier Z,152.85,91.71,2.01
440,Clothing Product 440,Clothing,Clothing - Premium,Brand C,Supplier X,146.73,88.04,1.76
441,Home & Garden Product 441,Home & Garden,Home & Garden - Standard,Brand B,Supplier Y,36.36,21.82,1.08
442,Clothing Product 442,Clothing,Clothing - Premium,Brand C,Supplier Y,72.76,43.66,4.6
443,Electronics Product 443,Electronics,Electronics - Budget,Brand B,Supplier Y,692.3,415.38,3.35
444,Sports Product 444,Sports,Sports - Budget,Brand A,Supplier X,95.98,57.59,3.06
445,Home & Garden Product 445,Home & Garden,Home & Garden - Budget,Brand C,Supplier Y,739.44,443.66,4.46
446,Sports Product 446,Sports,Sports - Standard,Brand A,Supplier Y,369.63,221.78,4.32
447,Beauty Product 447,Beauty,Beauty - Standard,Brand B,Supplier Z,132.88,79.73,4.23
448,Beauty Product 448,Beauty,Beauty - Standard,Brand B,Supplier Z,220.23,132.14,4.38
449,Electronics Product 449,Electronics,Electronics - Premium,Brand A,Supplier Y,1524.83,914.9,4.66
450,Home & Garden Product 450,Home & Garden,Home & Garden - Premium,Brand D,Supplier Z,205.63,123.38,4.71
451,Clothing Product 451,Clothing,Clothing - Budget,Brand A,Supplier X,160.63,96.38,4.04
452,Food Product 452,Food,Food - Standard,Brand B,Supplier Y,26.84,16.1,1.78
453,Beauty Product 453,Beauty,Beauty - Budget,Brand D,Supplier X,134.64,80.78,3.43
454,Toys Product 454,Toys,Toys - Standard,Brand C,Supplier Y,108.23,64.94,4.35
455,Food Product 455,Food,Food - Budget,Brand C,Supplier Z,35.92,21.55,2.66
456,Home & Garden Product 456,Home & Garden,Home & Garden - Standard,Brand B,Supplier Y,180.47,108.28,1.62
457,Home & Garden Product 457,Home & Garden,Home & Garden - Standard,Brand B,Supplier Y,128.76,77.26,0.67
458,Beauty Product 458,Beauty,Beauty - Budget,Brand B,Supplier Z,242.8,145.68,0.22
459,Electronics Product 459,Electronics,Electronics - Standard,Brand C,Supplier Y,1970.56,1182.34,1.23
460,Home & Garden Product 460,Home & Garden,Home & Garden - Standard,Brand B,Supplier X,423.3,253.98,4.94
461,Beauty Product 461,Beauty,Beauty - Standard,Brand D,Supplier Y,105.21,63.13,3.57
462,Home & Garden Product 462,Home & Garden,Home & Garden - Standard,Brand C,Supplier Y,446.06,267.64,3.56
463,Beauty Product 463,Beauty,Beauty - Budget,Brand B,Supplier X,28.97,17.38,3.17
464,Toys Product 464,Toys,Toys - Budget,Brand B,Supplier Z,53.41,32.05,4.57
465,Toys Product 465,Toys,Toys - Premium,Brand C,Supplier Z,126.77,76.06,0.77
466,Home & Garden Product 466,Home & Garden,Home & Garden - Budget,Brand A,Supplier Y,103.37,62.02,4.22
467,Clothing Product 467,Clothing,Clothing - Standard,Brand B,Supplier X,91.94,55.16,3.21
468,Clothing Product 468,Clothing,Clothing - Standard,Brand A,Supplier Y,24.26,14.56,4.62
469,Toys Product 469,Toys,Toys - Budget,Brand D,Supplier Y,41.33,24.8,1.83
470,Beauty Product 470,Beauty,Beauty - Premium,Brand B,Supplier X,84.85,50.91,3.02
471,Beauty Product 471,Beauty,Beauty - Premium,Brand C,Supplier X,33.2,19.92,1.21
472,Sports Product 472,Sports,Sports - Budget,Brand D,Supplier X,446.4,267.84,3.15
473,Beauty Product 473,Beauty,Beauty - Premium,Brand A,Supplier Z,16.84,10.1,1.11
474,Books Product 474,Books,Books - Standard,Brand D,Supplier Y,30.37,18.22,3.72
475,Toys Product 475,Toys,Toys - Budget,Brand D,Supplier Z,165.54,99.32,0.44
476,Clothing Product 476,Clothing,Clothing - Standard,Brand D,Supplier X,254.6,152.76,4.75
477,Home & Garden Product 477,Home & Garden,Home & Garden - Budget,Brand B,Supplier Y,119.01,71.41,3.07
478,Sports Product 478,Sports,Sports - Premium,Brand B,Supplier Y,241.76,145.06,4.52
479,Electronics Product 479,Electronics,Electronics - Premium,Brand B,Supplier X,1907.53,1144.52,0.88
480,Home & Garden Product 480,Home & Garden,Home & Garden - Budget,Brand C,Supplier Y,206.42,123.85,2.83
481,Beauty Product 481,Beauty,Beauty - Standard,Brand B,Supplier Z,13.31,7.99,0.68
482,Books Product 482,Books,Books - Budget,Brand B,Supplier Y,75.87,45.52,2.82
483,Books Product 483,Books,Books - Budget,Brand D,Supplier Y,51.38,30.83,0.13
484,Electronics Product 484,Electronics,Electronics - Standard,Brand D,Supplier Y,481.3,288.78,2.07
485,Electronics Product 485,Electronics,Electronics - Standard,Brand D,Supplier Z,1360.81,816.49,0.78
486,Home & Garden Product 486,Home & Garden,Home & Garden - Premium,Brand B,Supplier X,122.51,73.51,2.95
487,Sports Product 487,Sports,Sports - Budget,Brand D,Supplier Z,432.89,259.73,0.91
488,Books Product 488,Books,Books - Premium,Brand D,Supplier Y,78.63,47.18,3.57
489,Sports Product 489,Sports,Sports - Premium,Brand A,Supplier Y,309.38,185.63,3.64
490,Toys Product 490,Toys,Toys - Standard,Brand B,Supplier Z,134.11,80.47,3.83
491,Food Product 491,Food,Food - Standard,Brand A,Supplier Y,63.13,37.88,2.76
492,Sports Product 492,Sports,Sports - Premium,Brand C,Supplier Z,69.89,41.93,4.58
493,Sports Product 493,Sports,Sports - Budget,Brand C,Supplier Z,499.28,299.57,4.4
494,Clothing Product 494,Clothing,Clothing - Budget,Brand C,Supplier Y,51.49,30.89,1.82
495,Home & Garden Product 495,Home & Garden,Home & Garden - Premium,Brand A,Supplier X,774.49,464.69,4.38
496,Sports Product 496,Sports,Sports - Budget,Brand A,Supplier Y,247.15,148.29,3.81
497,Electronics Product 497,Electronics,Electronics - Budget,Brand B,Supplier Y,648.51,389.11,1.34
498,Clothing Product 498,Clothing,Clothing - Standard,Brand C,Supplier Z,43.29,25.97,1.81
499,Toys Product 499,Toys,Toys - Budget,Brand C,Supplier Z,151.55,90.93,4.67
500,Home & Garden Product 500,Home & Garden,Home & Garden - Premium,Brand D,Supplier Z,86.4,51.84,3.8
